,Date,SKU_Category,Quantity,Sales_Amount,item_price,day,month,price
5,2016-01-02,29A,14.0,93.0,6.9423076923076925,2.0,1.0,6.642857142857143
14,2016-01-02,FEW,6.0,54.54,8.058,2.0,1.0,9.09
29,2016-01-02,N8U,40.0,172.46,4.092972972972973,2.0,1.0,4.3115000000000006
36,2016-01-02,R6E,10.0,88.6,8.860000000000001,2.0,1.0,8.86
49,2016-01-03,29A,14.0,84.87,6.4225,3.0,1.0,6.062142857142858
57,2016-01-03,FEW,8.0,77.61,9.70125,3.0,1.0,9.70125
71,2016-01-03,N8U,29.0,97.39999999999999,3.274710144927536,3.0,1.0,3.3586206896551722
79,2016-01-03,R6E,11.0,48.07,4.37,3.0,1.0,4.37
92,2016-01-04,29A,15.0,68.89,5.899666666666667,4.0,1.0,4.592666666666667
101,2016-01-04,FEW,10.0,108.31,10.831,4.0,1.0,10.831
114,2016-01-04,N8U,35.0,142.57,4.131029411764707,4.0,1.0,4.073428571428571
122,2016-01-04,R6E,16.0,100.94,6.30875,4.0,1.0,6.30875
136,2016-01-05,29A,3.0,13.690000000000001,4.5633333333333335,5.0,1.0,4.5633333333333335
141,2016-01-05,FEW,2.0,12.95,6.475,5.0,1.0,6.475
152,2016-01-05,N8U,21.0,90.48,4.4719999999999995,5.0,1.0,4.308571428571429
159,2016-01-05,R6E,17.0,111.67,8.11923076923077,5.0,1.0,6.568823529411765
172,2016-01-06,29A,7.0,42.72,6.102857142857142,6.0,1.0,6.102857142857142
180,2016-01-06,FEW,12.0,120.98,10.081666666666667,6.0,1.0,10.081666666666667
195,2016-01-06,N8U,17.0,70.18,4.0131250000000005,6.0,1.0,4.128235294117648
202,2016-01-06,R6E,18.0,96.55,5.6128125,6.0,1.0,5.363888888888889
217,2016-01-07,29A,15.0,64.09,4.572575757575757,7.0,1.0,4.272666666666667
226,2016-01-07,FEW,7.0,84.95,12.135714285714286,7.0,1.0,12.135714285714286
241,2016-01-07,N8U,34.0,162.19,4.7475000000000005,7.0,1.0,4.770294117647059
249,2016-01-07,R6E,5.0,35.67,7.134,7.0,1.0,7.134
262,2016-01-08,29A,8.0,38.68,4.835,8.0,1.0,4.835
271,2016-01-08,FEW,8.0,65.47,8.47642857142857,8.0,1.0,8.18375
285,2016-01-08,N8U,25.0,102.16,4.215434782608696,8.0,1.0,4.0864
293,2016-01-08,R6E,16.0,71.61,4.475625,8.0,1.0,4.475625
307,2016-01-09,29A,14.0,61.19,5.658888888888889,9.0,1.0,4.3707142857142856
316,2016-01-09,FEW,4.0,46.69,11.6725,9.0,1.0,11.6725
329,2016-01-09,N8U,19.0,75.73,3.8209375,9.0,1.0,3.9857894736842105
336,2016-01-09,R6E,14.0,63.7,4.738846153846153,9.0,1.0,4.55
351,2016-01-10,29A,8.0,58.66,8.183571428571428,10.0,1.0,7.3325
360,2016-01-10,FEW,4.0,33.08,8.27,10.0,1.0,8.27
375,2016-01-10,N8U,29.0,108.95,3.8483928571428576,10.0,1.0,3.756896551724138
383,2016-01-10,R6E,14.0,76.43,5.4592857142857145,10.0,1.0,5.4592857142857145
397,2016-01-11,29A,5.0,21.66,5.010000000000001,11.0,1.0,4.332
403,2016-01-11,FEW,7.0,60.88,8.697142857142858,11.0,1.0,8.697142857142858
413,2016-01-11,N8U,13.0,49.48,3.806153846153847,11.0,1.0,3.8061538461538458
421,2016-01-11,R6E,6.0,18.61,3.1016666666666666,11.0,1.0,3.1016666666666666
436,2016-01-12,29A,6.0,34.29,5.715,12.0,1.0,5.715
445,2016-01-12,FEW,10.0,90.11,8.69125,12.0,1.0,9.011
460,2016-01-12,N8U,39.0,167.81,4.331756756756758,12.0,1.0,4.302820512820513
468,2016-01-12,R6E,20.0,143.33,6.228157894736842,12.0,1.0,7.166500000000001
483,2016-01-13,29A,17.0,103.85,6.22861111111111,13.0,1.0,6.108823529411764
492,2016-01-13,FEW,5.0,59.64,11.928,13.0,1.0,11.928
507,2016-01-13,N8U,37.0,158.59,4.393333333333333,13.0,1.0,4.286216216216216
514,2016-01-13,R6E,23.0,90.33,4.239166666666667,13.0,1.0,3.927391304347826
529,2016-01-14,29A,17.0,88.83,5.486944444444444,14.0,1.0,5.225294117647059
538,2016-01-14,FEW,6.0,59.42,9.903333333333332,14.0,1.0,9.903333333333334
551,2016-01-14,N8U,50.0,205.26999999999998,4.339555555555556,14.0,1.0,4.1053999999999995
558,2016-01-14,R6E,21.0,140.05,7.920625,14.0,1.0,6.669047619047619
573,2016-01-15,29A,19.0,80.75,4.814880952380952,15.0,1.0,4.25
582,2016-01-15,FEW,15.0,148.06,9.870666666666667,15.0,1.0,9.870666666666667
597,2016-01-15,N8U,50.0,192.29,3.9549186991869925,15.0,1.0,3.8457999999999997
605,2016-01-15,R6E,18.0,75.22,4.095641025641026,15.0,1.0,4.178888888888888
619,2016-01-16,29A,11.0,87.65,8.08111111111111,16.0,1.0,7.968181818181819
628,2016-01-16,FEW,2.0,12.54,6.27,16.0,1.0,6.27
643,2016-01-16,N8U,27.0,105.84,4.0208,16.0,1.0,3.92
651,2016-01-16,R6E,17.0,90.34,5.308205128205129,16.0,1.0,5.314117647058824
665,2016-01-17,29A,6.0,41.45,6.6325,17.0,1.0,6.908333333333334
671,2016-01-17,FEW,2.0,30.8,15.4,17.0,1.0,15.4
680,2016-01-17,N8U,17.0,58.83,3.6810714285714283,17.0,1.0,3.4605882352941175
686,2016-01-17,R6E,8.0,22.990000000000002,2.8737500000000002,17.0,1.0,2.8737500000000002
699,2016-01-18,29A,16.0,117.31,7.739230769230769,18.0,1.0,7.331875
708,2016-01-18,FEW,9.0,91.13,10.5475,18.0,1.0,10.125555555555556
723,2016-01-18,N8U,46.0,201.13,4.4679166666666665,18.0,1.0,4.372391304347826
731,2016-01-18,R6E,14.0,48.24,3.8109090909090906,18.0,1.0,3.4457142857142857
746,2016-01-19,29A,13.0,91.83,7.11625,19.0,1.0,7.063846153846153
755,2016-01-19,FEW,3.0,34.17,11.39,19.0,1.0,11.39
769,2016-01-19,N8U,33.0,119.58,3.6707812499999997,19.0,1.0,3.6236363636363635
777,2016-01-19,R6E,13.0,91.74,7.961818181818182,19.0,1.0,7.056923076923076
791,2016-01-20,29A,17.0,118.37,7.1170833333333325,20.0,1.0,6.962941176470588
800,2016-01-20,FEW,6.0,51.510000000000005,8.585,20.0,1.0,8.585
815,2016-01-20,N8U,41.0,141.77,3.6128124999999995,20.0,1.0,3.4578048780487807
823,2016-01-20,R6E,30.0,181.8,6.293571428571428,20.0,1.0,6.0600000000000005
837,2016-01-21,29A,7.0,32.339999999999996,5.634666666666666,21.0,1.0,4.619999999999999
845,2016-01-21,FEW,11.0,85.24000000000001,7.945,21.0,1.0,7.74909090909091
859,2016-01-21,N8U,34.0,147.0,4.290909090909092,21.0,1.0,4.323529411764706
866,2016-01-21,R6E,22.0,88.6,4.426470588235294,21.0,1.0,4.027272727272727
881,2016-01-22,29A,12.0,60.29,5.126363636363636,22.0,1.0,5.024166666666667
890,2016-01-22,FEW,6.0,52.67,8.778333333333334,22.0,1.0,8.778333333333334
905,2016-01-22,N8U,33.0,121.56,3.729310344827586,22.0,1.0,3.6836363636363636
912,2016-01-22,R6E,33.0,140.29,4.34641975308642,22.0,1.0,4.251212121212121
925,2016-01-23,29A,10.0,60.89,5.74625,23.0,1.0,6.089
933,2016-01-23,FEW,2.0,22.09,11.045,23.0,1.0,11.045
947,2016-01-23,N8U,22.0,100.25,3.9594736842105265,23.0,1.0,4.556818181818182
954,2016-01-23,R6E,19.0,84.29,4.875333333333334,23.0,1.0,4.436315789473684
965,2016-01-24,29A,4.0,22.05,5.5125,24.0,1.0,5.5125
972,2016-01-24,FEW,2.0,19.700000000000003,9.850000000000001,24.0,1.0,9.850000000000001
983,2016-01-24,N8U,22.0,100.66,4.439285714285715,24.0,1.0,4.575454545454545
988,2016-01-24,R6E,8.0,26.15,3.2325,24.0,1.0,3.26875
1001,2016-01-25,29A,9.0,44.08,6.003333333333333,25.0,1.0,4.897777777777778
1009,2016-01-25,FEW,6.0,64.24,10.706666666666669,25.0,1.0,10.706666666666665
1024,2016-01-25,N8U,27.0,92.97,3.627391304347826,25.0,1.0,3.4433333333333334
1031,2016-01-25,R6E,10.0,70.63,7.063000000000001,25.0,1.0,7.063
1046,2016-01-26,29A,4.0,19.869999999999997,5.581666666666666,26.0,1.0,4.967499999999999
1055,2016-01-26,FEW,6.0,78.61999999999999,12.191,26.0,1.0,13.103333333333332
1070,2016-01-26,N8U,35.0,162.44,4.720645161290323,26.0,1.0,4.6411428571428575
1078,2016-01-26,R6E,20.0,75.95,4.049375,26.0,1.0,3.7975000000000003
1091,2016-01-27,29A,7.0,43.35,6.797499999999999,27.0,1.0,6.192857142857143
1100,2016-01-27,FEW,6.0,60.95,10.158333333333333,27.0,1.0,10.158333333333333
1115,2016-01-27,N8U,29.0,118.96,4.119259259259259,27.0,1.0,4.102068965517241
1123,2016-01-27,R6E,15.0,62.5,4.44125,27.0,1.0,4.166666666666667
1138,2016-01-28,29A,14.0,83.76,6.632777777777778,28.0,1.0,5.982857142857143
1147,2016-01-28,FEW,13.0,115.28999999999999,8.868461538461538,28.0,1.0,8.868461538461538
1160,2016-01-28,N8U,45.0,166.74,3.825333333333333,28.0,1.0,3.7053333333333334
1168,2016-01-28,R6E,15.0,70.69,4.949393939393939,28.0,1.0,4.712666666666666
1183,2016-01-29,29A,11.0,42.79,4.403333333333333,29.0,1.0,3.89
1191,2016-01-29,FEW,11.0,105.39,10.42259259259259,29.0,1.0,9.58090909090909
1204,2016-01-29,N8U,45.0,184.19,4.1084146341463414,29.0,1.0,4.093111111111111
1212,2016-01-29,R6E,13.0,72.38,5.892272727272727,29.0,1.0,5.567692307692307
1226,2016-01-30,29A,16.0,57.51,3.5016666666666665,30.0,1.0,3.594375
1234,2016-01-30,FEW,5.0,43.010000000000005,8.602,30.0,1.0,8.602
1248,2016-01-30,N8U,17.0,55.27,3.3221875,30.0,1.0,3.2511764705882356
1256,2016-01-30,R6E,17.0,86.5,5.394666666666668,30.0,1.0,5.088235294117647
1267,2016-01-31,29A,5.0,44.78,8.956,31.0,1.0,8.956
1271,2016-01-31,FEW,3.0,44.53,14.843333333333334,31.0,1.0,14.843333333333334
1282,2016-01-31,N8U,15.0,49.06,3.2706666666666675,31.0,1.0,3.2706666666666666
1289,2016-01-31,R6E,14.0,91.38000000000001,6.7503846153846165,31.0,1.0,6.527142857142858
1302,2016-02-01,29A,6.0,39.51,6.585,1.0,2.0,6.585
1308,2016-02-01,FEW,9.0,80.32000000000001,8.924444444444445,1.0,2.0,8.924444444444445
1319,2016-02-01,N8U,27.0,94.17,3.5405769230769226,1.0,2.0,3.4877777777777776
1326,2016-02-01,R6E,16.0,93.3,5.831250000000001,1.0,2.0,5.83125
1339,2016-02-02,29A,8.0,47.61,6.2442857142857155,2.0,2.0,5.95125
1348,2016-02-02,FEW,4.0,36.17,9.0425,2.0,2.0,9.0425
1362,2016-02-02,N8U,36.0,133.25,3.790454545454545,2.0,2.0,3.701388888888889
1369,2016-02-02,R6E,17.0,73.19,4.305294117647058,2.0,2.0,4.305294117647058
1384,2016-02-03,29A,15.0,81.23,6.997407407407408,3.0,2.0,5.415333333333334
1393,2016-02-03,FEW,5.0,45.99,9.198,3.0,2.0,9.198
1407,2016-02-03,N8U,39.0,178.37,4.551081081081081,3.0,2.0,4.573589743589744
1415,2016-02-03,R6E,9.0,48.16,5.351111111111112,3.0,2.0,5.351111111111111
1428,2016-02-04,29A,9.0,54.19,6.28625,4.0,2.0,6.021111111111111
1437,2016-02-04,FEW,9.0,106.02000000000001,11.780000000000001,4.0,2.0,11.780000000000001
1450,2016-02-04,N8U,28.0,113.06,4.134444444444445,4.0,2.0,4.037857142857143
1456,2016-02-04,R6E,19.0,89.57000000000001,4.601111111111112,4.0,2.0,4.71421052631579
1470,2016-02-05,29A,20.0,87.39,4.581190476190477,5.0,2.0,4.3695
1479,2016-02-05,FEW,15.0,154.94,10.329333333333333,5.0,2.0,10.329333333333333
1494,2016-02-05,N8U,33.0,138.31,4.28484375,5.0,2.0,4.191212121212121
1502,2016-02-05,R6E,10.0,56.51,5.651,5.0,2.0,5.651
1516,2016-02-06,29A,14.0,79.92,6.074583333333334,6.0,2.0,5.708571428571429
1525,2016-02-06,FEW,8.0,70.96000000000001,8.949285714285713,6.0,2.0,8.870000000000001
1540,2016-02-06,N8U,31.0,129.4,4.50716049382716,6.0,2.0,4.174193548387097
1547,2016-02-06,R6E,9.0,43.14,5.11875,6.0,2.0,4.793333333333333
1561,2016-02-07,29A,9.0,55.57,7.311666666666665,7.0,2.0,6.174444444444444
1568,2016-02-07,FEW,12.0,151.04,12.586666666666668,7.0,2.0,12.586666666666666
1580,2016-02-07,N8U,24.0,104.22,4.418695652173914,7.0,2.0,4.3425
1588,2016-02-07,R6E,7.0,27.98,4.048333333333334,7.0,2.0,3.9971428571428573
1601,2016-02-08,29A,9.0,48.13,5.625624999999999,8.0,2.0,5.347777777777778
1609,2016-02-08,FEW,8.0,70.42,8.8025,8.0,2.0,8.8025
1624,2016-02-08,N8U,28.0,113.84,4.102884615384616,8.0,2.0,4.065714285714286
1632,2016-02-08,R6E,10.0,42.61,4.261,8.0,2.0,4.261
1646,2016-02-09,29A,3.0,13.940000000000001,4.646666666666667,9.0,2.0,4.646666666666667
1655,2016-02-09,FEW,5.0,39.86,7.9719999999999995,9.0,2.0,7.9719999999999995
1670,2016-02-09,N8U,50.0,207.17,4.3449374999999995,9.0,2.0,4.1434
1678,2016-02-09,R6E,8.0,53.93,6.4557142857142855,9.0,2.0,6.74125
1691,2016-02-10,29A,6.0,32.599999999999994,6.208,10.0,2.0,5.433333333333333
1694,2016-02-10,FEW,3.0,48.97,16.323333333333334,10.0,2.0,16.323333333333334
1701,2016-02-10,N8U,8.0,24.75,3.09375,10.0,2.0,3.09375
1707,2016-02-10,R6E,9.0,71.92,7.991111111111113,10.0,2.0,7.9911111111111115
1717,2016-02-11,29A,11.0,74.68,6.758333333333334,11.0,2.0,6.78909090909091
1726,2016-02-11,FEW,10.0,102.32,10.467222222222222,11.0,2.0,10.232
1737,2016-02-11,N8U,28.0,111.47,4.113653846153846,11.0,2.0,3.9810714285714286
1745,2016-02-11,R6E,21.0,139.09,6.771052631578947,11.0,2.0,6.623333333333333
1760,2016-02-12,29A,14.0,105.01,8.404722222222222,12.0,2.0,7.500714285714286
1769,2016-02-12,FEW,8.0,74.71000000000001,8.948333333333332,12.0,2.0,9.338750000000001
1784,2016-02-12,N8U,44.0,165.26,4.001666666666668,12.0,2.0,3.755909090909091
1792,2016-02-12,R6E,17.0,119.48,7.028235294117647,12.0,2.0,7.028235294117647
1806,2016-02-13,29A,11.0,94.61999999999999,8.601818181818182,13.0,2.0,8.601818181818182
1815,2016-02-13,FEW,2.0,22.849999999999998,11.424999999999999,13.0,2.0,11.424999999999999
1830,2016-02-13,N8U,61.0,235.27,3.929642857142857,13.0,2.0,3.8568852459016396
1838,2016-02-13,R6E,16.0,79.64,4.9775,13.0,2.0,4.9775
1850,2016-02-14,29A,5.0,27.98,5.596,14.0,2.0,5.596
1856,2016-02-14,FEW,6.0,45.68,7.613333333333333,14.0,2.0,7.613333333333333
1868,2016-02-14,N8U,23.0,79.06,3.4373913043478255,14.0,2.0,3.4373913043478264
1874,2016-02-14,R6E,19.0,79.6,4.706222222222222,14.0,2.0,4.189473684210526
1887,2016-02-15,29A,9.0,57.480000000000004,7.617142857142857,15.0,2.0,6.386666666666667
1895,2016-02-15,FEW,8.0,107.49,13.319999999999999,15.0,2.0,13.43625
1909,2016-02-15,N8U,31.0,112.73,3.7949999999999995,15.0,2.0,3.636451612903226
1917,2016-02-15,R6E,19.0,150.17,7.9036842105263165,15.0,2.0,7.903684210526315
1932,2016-02-16,29A,8.0,38.6,4.824999999999999,16.0,2.0,4.825
1941,2016-02-16,FEW,6.0,56.85,9.475,16.0,2.0,9.475
1954,2016-02-16,N8U,35.0,148.88,4.16014705882353,16.0,2.0,4.253714285714286
1962,2016-02-16,R6E,16.0,72.81,5.474166666666666,16.0,2.0,4.550625
1977,2016-02-17,29A,14.0,89.93,6.844166666666666,17.0,2.0,6.423571428571429
1986,2016-02-17,FEW,8.0,66.9,8.3625,17.0,2.0,8.3625
2000,2016-02-17,N8U,41.0,148.28,3.645,17.0,2.0,3.6165853658536586
2008,2016-02-17,R6E,15.0,172.13,12.022499999999999,17.0,2.0,11.475333333333333
2022,2016-02-18,29A,8.0,60.62,7.5775,18.0,2.0,7.5775
2031,2016-02-18,FEW,8.0,83.11,10.38875,18.0,2.0,10.38875
2046,2016-02-18,N8U,35.0,143.59,4.102571428571429,18.0,2.0,4.102571428571428
2054,2016-02-18,R6E,10.0,42.8,4.279999999999999,18.0,2.0,4.279999999999999
2068,2016-02-19,29A,12.0,75.06,6.516818181818182,19.0,2.0,6.255
2077,2016-02-19,FEW,10.0,77.75,7.775,19.0,2.0,7.775
2090,2016-02-19,N8U,35.0,127.32,3.6725757575757574,19.0,2.0,3.6377142857142855
2098,2016-02-19,R6E,24.0,176.11,7.3379166666666675,19.0,2.0,7.3379166666666675
2111,2016-02-20,29A,12.0,63.31,5.914333333333333,20.0,2.0,5.275833333333334
2119,2016-02-20,FEW,8.0,69.26,8.6575,20.0,2.0,8.6575
2130,2016-02-20,N8U,45.0,180.72,4.123739837398374,20.0,2.0,4.016
2137,2016-02-20,R6E,16.0,123.11,7.694374999999999,20.0,2.0,7.694375
2152,2016-02-21,29A,2.0,10.19,5.095,21.0,2.0,5.095
2160,2016-02-21,FEW,5.0,46.71,9.342,21.0,2.0,9.342
2173,2016-02-21,N8U,20.0,60.68,3.034,21.0,2.0,3.034
2180,2016-02-21,R6E,11.0,43.019999999999996,4.242962962962962,21.0,2.0,3.9109090909090907
2193,2016-02-22,29A,9.0,67.05,7.450000000000001,22.0,2.0,7.449999999999999
2201,2016-02-22,FEW,7.0,79.88,11.411428571428571,22.0,2.0,11.411428571428571
2216,2016-02-22,N8U,25.0,71.86,3.02025,22.0,2.0,2.8744
2223,2016-02-22,R6E,18.0,85.1,4.727777777777778,22.0,2.0,4.727777777777778
2238,2016-02-23,29A,5.0,31.849999999999998,7.178749999999999,23.0,2.0,6.369999999999999
2246,2016-02-23,FEW,12.0,120.75999999999999,10.5305,23.0,2.0,10.063333333333333
2261,2016-02-23,N8U,31.0,130.72,4.308703703703704,23.0,2.0,4.216774193548387
2268,2016-02-23,R6E,12.0,100.59,8.3825,23.0,2.0,8.3825
2282,2016-02-24,29A,2.0,6.5,3.25,24.0,2.0,3.25
2291,2016-02-24,FEW,8.0,99.57,12.44625,24.0,2.0,12.44625
2306,2016-02-24,N8U,38.0,136.85,3.644285714285714,24.0,2.0,3.6013157894736842
2313,2016-02-24,R6E,8.0,56.72,7.09,24.0,2.0,7.09
2328,2016-02-25,29A,13.0,58.34,4.665,25.0,2.0,4.487692307692308
2337,2016-02-25,FEW,10.0,73.35,7.335000000000001,25.0,2.0,7.334999999999999
2351,2016-02-25,N8U,46.0,165.35999999999999,3.5644186046511632,25.0,2.0,3.594782608695652
2359,2016-02-25,R6E,13.0,64.68,4.975384615384616,25.0,2.0,4.975384615384616
2374,2016-02-26,29A,6.0,45.86,7.643333333333332,26.0,2.0,7.6433333333333335
2382,2016-02-26,FEW,6.0,67.86,11.31,26.0,2.0,11.31
2397,2016-02-26,N8U,37.0,133.02,3.6213636363636366,26.0,2.0,3.5951351351351355
2405,2016-02-26,R6E,12.0,47.58,3.9649999999999994,26.0,2.0,3.965
2420,2016-02-27,29A,9.0,63.279999999999994,7.313749999999999,27.0,2.0,7.031111111111111
2429,2016-02-27,FEW,7.0,72.7,10.385714285714288,27.0,2.0,10.385714285714286
2444,2016-02-27,N8U,33.0,122.78999999999999,3.720909090909091,27.0,2.0,3.7209090909090907
2451,2016-02-27,R6E,7.0,31.95,4.564285714285714,27.0,2.0,4.564285714285714
2464,2016-02-28,29A,13.0,56.48,5.531666666666667,28.0,2.0,4.344615384615384
2471,2016-02-28,FEW,4.0,35.18,8.795,28.0,2.0,8.795
2482,2016-02-28,N8U,29.0,124.03,4.195961538461538,28.0,2.0,4.276896551724138
2490,2016-02-28,R6E,15.0,135.1,9.498214285714287,28.0,2.0,9.006666666666666
2505,2016-02-29,29A,7.0,51.36,7.4875,29.0,2.0,7.337142857142857
2513,2016-02-29,FEW,10.0,96.21,9.621,29.0,2.0,9.620999999999999
2527,2016-02-29,N8U,22.0,87.22,3.8647368421052626,29.0,2.0,3.9645454545454544
2535,2016-02-29,R6E,10.0,40.92,4.303333333333333,29.0,2.0,4.0920000000000005
2547,2016-03-01,29A,1.0,3.12,3.12,1.0,3.0,3.12
2552,2016-03-01,FEW,5.0,38.69,7.7379999999999995,1.0,3.0,7.7379999999999995
2558,2016-03-01,N8U,9.0,30.61,3.5618749999999997,1.0,3.0,3.401111111111111
2563,2016-03-01,R6E,11.0,45.21,4.403333333333332,1.0,3.0,4.11
2574,2016-03-02,29A,5.0,21.12,5.651111111111111,2.0,3.0,4.224
2583,2016-03-02,FEW,6.0,41.87,6.978333333333334,2.0,3.0,6.978333333333333
2597,2016-03-02,N8U,29.0,105.09,3.61,2.0,3.0,3.6237931034482758
2604,2016-03-02,R6E,12.0,43.31,3.6091666666666664,2.0,3.0,3.609166666666667
2619,2016-03-03,29A,9.0,39.5,5.24,3.0,3.0,4.388888888888889
2627,2016-03-03,FEW,6.0,55.67,9.974,3.0,3.0,9.278333333333334
2642,2016-03-03,N8U,30.0,93.67999999999999,3.1046296296296285,3.0,3.0,3.1226666666666665
2649,2016-03-03,R6E,16.0,108.28999999999999,6.751333333333334,3.0,3.0,6.7681249999999995
2662,2016-03-04,29A,3.0,11.55,3.85,4.0,3.0,3.85
2667,2016-03-04,FEW,6.0,69.05,11.508333333333333,4.0,3.0,11.508333333333333
2677,2016-03-04,N8U,26.0,101.95,3.8782000000000005,4.0,3.0,3.9211538461538464
2683,2016-03-04,R6E,8.0,33.9,4.237500000000001,4.0,3.0,4.2375
2697,2016-03-05,29A,22.0,101.33,5.448928571428572,5.0,3.0,4.6059090909090905
2706,2016-03-05,FEW,8.0,81.08,10.135,5.0,3.0,10.135
2721,2016-03-05,N8U,36.0,143.96,4.120689655172413,5.0,3.0,3.998888888888889
2728,2016-03-05,R6E,16.0,56.46,3.8011538461538454,5.0,3.0,3.52875
2742,2016-03-06,29A,9.0,71.63,7.958888888888889,6.0,3.0,7.958888888888889
2751,2016-03-06,FEW,18.0,201.05,11.205,6.0,3.0,11.169444444444444
2766,2016-03-06,N8U,37.0,139.78,3.963045977011494,6.0,3.0,3.7778378378378377
2773,2016-03-06,R6E,18.0,109.77,6.542999999999998,6.0,3.0,6.098333333333333
2786,2016-03-07,29A,7.0,45.989999999999995,7.0925,7.0,3.0,6.569999999999999
2791,2016-03-07,FEW,9.0,62.22,7.440714285714285,7.0,3.0,6.913333333333333
2804,2016-03-07,N8U,23.0,102.56,4.5826190476190485,7.0,3.0,4.459130434782609
2810,2016-03-07,R6E,8.0,25.59,3.19875,7.0,3.0,3.19875
2822,2016-03-08,29A,10.0,70.37,8.275416666666668,8.0,3.0,7.037000000000001
2831,2016-03-08,FEW,6.0,64.58,10.763333333333334,8.0,3.0,10.763333333333334
2846,2016-03-08,N8U,26.0,81.9,3.437045454545455,8.0,3.0,3.1500000000000004
2852,2016-03-08,R6E,10.0,26.11,2.532777777777778,8.0,3.0,2.6109999999999998
2865,2016-03-09,29A,7.0,34.51,6.038,9.0,3.0,4.93
2870,2016-03-09,FEW,3.0,26.33,8.776666666666667,9.0,3.0,8.776666666666666
2884,2016-03-09,N8U,23.0,100.75999999999999,4.380869565217391,9.0,3.0,4.380869565217391
2892,2016-03-09,R6E,10.0,36.59,3.6416666666666675,9.0,3.0,3.6590000000000003
2907,2016-03-10,29A,10.0,45.4,4.540000000000001,10.0,3.0,4.54
2916,2016-03-10,FEW,9.0,75.05,8.33888888888889,10.0,3.0,8.338888888888889
2931,2016-03-10,N8U,39.0,132.21,3.5341428571428573,10.0,3.0,3.39
2939,2016-03-10,R6E,19.0,154.9,8.15263157894737,10.0,3.0,8.15263157894737
2953,2016-03-11,29A,7.0,47.31,7.614999999999999,11.0,3.0,6.758571428571429
2962,2016-03-11,FEW,8.0,75.21000000000001,9.40125,11.0,3.0,9.401250000000001
2977,2016-03-11,N8U,45.0,173.51,4.1197297297297295,11.0,3.0,3.8557777777777775
2985,2016-03-11,R6E,28.0,185.59,6.7324074074074085,11.0,3.0,6.628214285714286
2999,2016-03-12,29A,14.0,91.95,5.811666666666667,12.0,3.0,6.567857142857143
3008,2016-03-12,FEW,6.0,74.11,11.98,12.0,3.0,12.351666666666667
3020,2016-03-12,N8U,34.0,150.32,4.260166666666667,12.0,3.0,4.421176470588235
3028,2016-03-12,R6E,17.0,89.33,5.254705882352942,12.0,3.0,5.254705882352941
3042,2016-03-13,29A,10.0,46.07,5.330555555555556,13.0,3.0,4.607
3049,2016-03-13,FEW,4.0,36.099999999999994,9.025,13.0,3.0,9.024999999999999
3061,2016-03-13,N8U,29.0,90.17,3.2133333333333325,13.0,3.0,3.1093103448275863
3067,2016-03-13,R6E,18.0,79.39,4.438235294117647,13.0,3.0,4.410555555555556
3082,2016-03-14,29A,17.0,119.77,7.728181818181818,14.0,3.0,7.0452941176470585
3091,2016-03-14,FEW,13.0,142.72,11.012916666666667,14.0,3.0,10.978461538461538
3106,2016-03-14,N8U,31.0,127.49,4.044230769230769,14.0,3.0,4.11258064516129
3113,2016-03-14,R6E,17.0,76.48,4.446,14.0,3.0,4.498823529411765
3128,2016-03-15,29A,10.0,81.87,8.273809523809522,15.0,3.0,8.187000000000001
3137,2016-03-15,FEW,10.0,93.80000000000001,8.838888888888889,15.0,3.0,9.38
3151,2016-03-15,N8U,32.0,129.35999999999999,4.127833333333333,15.0,3.0,4.0424999999999995
3159,2016-03-15,R6E,22.0,140.49,6.566166666666666,15.0,3.0,6.385909090909092
3173,2016-03-16,29A,20.0,83.46,4.446515151515151,16.0,3.0,4.173
3182,2016-03-16,FEW,7.0,70.25,10.741666666666667,16.0,3.0,10.035714285714286
3195,2016-03-16,N8U,39.0,173.91,4.727647058823529,16.0,3.0,4.4592307692307696
3203,2016-03-16,R6E,15.0,72.41,5.015714285714286,16.0,3.0,4.827333333333333
3218,2016-03-17,29A,19.0,87.87,4.9193333333333324,17.0,3.0,4.624736842105263
3227,2016-03-17,FEW,10.0,129.55,12.81111111111111,17.0,3.0,12.955000000000002
3239,2016-03-17,N8U,38.0,164.42,4.326842105263157,17.0,3.0,4.326842105263157
3247,2016-03-17,R6E,22.0,202.57,9.470476190476191,17.0,3.0,9.207727272727272
3262,2016-03-18,29A,19.0,93.41,5.928928571428571,18.0,3.0,4.916315789473684
3270,2016-03-18,FEW,11.0,114.55,10.413636363636362,18.0,3.0,10.413636363636364
3284,2016-03-18,N8U,57.0,213.55,3.9385294117647063,18.0,3.0,3.7464912280701754
3292,2016-03-18,R6E,19.0,106.38,5.598947368421053,18.0,3.0,5.598947368421053
3306,2016-03-19,29A,14.0,59.31,5.852083333333333,19.0,3.0,4.236428571428571
3314,2016-03-19,FEW,11.0,107.29,9.553999999999998,19.0,3.0,9.753636363636364
3328,2016-03-19,N8U,39.0,123.37,3.188333333333333,19.0,3.0,3.1633333333333336
3335,2016-03-19,R6E,13.0,70.26,5.404615384615383,19.0,3.0,5.404615384615385
3348,2016-03-20,29A,4.0,21.33,5.3325000000000005,20.0,3.0,5.3325
3354,2016-03-20,FEW,11.0,98.66,8.440999999999999,20.0,3.0,8.969090909090909
3365,2016-03-20,N8U,21.0,80.42999999999999,3.8300000000000005,20.0,3.0,3.8299999999999996
